GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,area_sq_km,population_total,population_nonwhite_free,population_nonwhite_free_female,population_nonwhite_free_male,population_nonwhite_slave,population_nonwhite_slave_female,population_nonwhite_slave_male,population_urban_over_2500,population_urban_over_25000,population_white_free,population_white_free_female,population_white_free_male,nativity_born_out_of_country,nativity_born_out_of_state,farms_land_improved,farms_land_unimproved,farms_total,farms_value_farms,farms_value_tools,livestock_horses,livestock_milk_cows,livestock_mules,livestock_other_cattle,livestock_oxen,livestock_pigs,livestock_sheep,crops_barley,crops_beeswax_honey,crops_buckwheat,crops_butter,crops_cane_molasses,crops_cane_sugar,crops_cheese,crops_clover_seed,crops_dew_hemp,crops_flax,crops_flaxseed,crops_ginned_cotton,crops_grass_seed,crops_hay,crops_hops,crops_indian_corn,crops_irish_potatoes,crops_maple_molasses,crops_maple_sugar,crops_oats,crops_peas_beans,crops_rice,crops_rye,crops_silk_cocoon,crops_sweet_potatoes,crops_tobacco,crops_water_hemp,crops_wheat,crops_wine,crops_wool,learning_academies_other,learning_colleges,learning_public_schools,learning_pupils_academies_other,learning_pupils_colleges,learning_pupils_public_schools,learning_teachers_academies_others,learning_teachers_college,learning_teachers_public_schools,students_foreign_born,students_free_colored,students_free_colored_female,students_free_colored_male,students_free_white,students_free_white_female,students_free_white_male,students_native,churches_baptist,churches_christian,churches_moravian,churches_congregational,churches_dutch_reformed,churches_episcopal,churches_free,churches_german_reformed,churches_jewish,churches_lutheran,churches_mennonite,churches_methodist,churches_minor_sects,churches_presbyterian,churches_protestant,churches_quakers,churches_roman_catholic,churches_swedenborgian,churches_tunker,churches_union,churches_unitarian,churches_universalist,births_free,births_slave,births_total,marriages_total,deaths_free,deaths_slave,sex_female,sex_male,age_00_to_01,age_01_to_04,age_05_to_09,age_10_to_14,age_15_to_19,age_20_to_29,age_30_to_39,age_40_to_49,age_50_to_59,age_60_to_69,age_70_to_79,age_80_to_89,age_90_to_99,age_over_100,age_unknown,sexage_female_00_to_01,sexage_female_01_to_04,sexage_female_05_to_09,sexage_female_10_to_14,sexage_female_15_to_19,sexage_female_20_to_29,sexage_female_30_to_39,sexage_female_40_to_49,sexage_female_50_to_59,sexage_female_60_to_69,sexage_female_70_to_79,sexage_female_80_to_89,sexage_female_90_to_99,sexage_female_over_100,sexage_female_unknown,sexage_male_00_to_01,sexage_male_01_to_04,sexage_male_05_to_09,sexage_male_10_to_14,sexage_male_15_to_19,sexage_male_20_to_29,sexage_male_30_to_39,sexage_male_40_to_49,sexage_male_50_to_59,sexage_male_60_to_69,sexage_male_70_to_79,sexage_male_80_to_89,sexage_male_90_to_99,sexage_male_over_100,sexage_male_unknown,dwellings_total,transport_rail,transport_water
G5100155,1850,Virginia,510,Barbour,155,Barbour,963.704970496431,9005,222,106,116,113,59,54,0,0,8670,4290,4380,14,215,57731,138469,1075,1757362,31471,3441,3553,36,7001,500,11805,17881,49,10328,3965,147649,0,0,8644,13,0,33063,1549,0,16,9916,2,209673,8555,2536,70454,51993,5237,0,2958,2,1168,400,0,38110,100,33264,0,0,56,0,546,0,56,0,0,0,0,0,0,1441,659,782,1441,8,0,0,NA,NA,0,0,0,0,1,0,10,0,0,NA,0,0,0,0,0,NA,0,309,1,310,NA,38,0,4455,4550,310,1243,1308,1371,1196,1495,847,598,344,181,79,31,2,0,0,137,617,648,693,571,752,438,301,153,88,38,18,1,0,0,173,626,660,678,625,743,409,297,191,93,41,13,1,0,0,1467,0,0
G5100170,1850,Virginia,510,Bath,170,Bath,1384.56373215859,3426,45,20,25,947,441,506,0,0,2434,1180,1254,35,14,28879,105615,261,692346,20506,1160,1335,29,4382,93,3540,5629,0,4779,1591,36120,0,0,340,0,0,4130,271,0,6,3853,0,73671,4745,6,6188,42676,0,0,4912,0,0,0,0,17502,23,12271,3,0,3,85,70,5,3,0,0,0,1,1,0,286,127,159,287,0,0,0,NA,NA,0,1,0,0,0,0,2,0,3,NA,0,0,0,0,0,NA,0,52,21,73,NA,21,21,1641,1785,73,457,544,478,340,607,334,261,158,96,56,15,4,3,0,35,206,247,238,178,304,157,133,66,42,21,9,4,1,0,38,251,297,240,162,303,177,128,92,54,35,6,0,2,0,410,0,0
G5100190,1850,Virginia,510,Bedford,190,Bedford,2037.82239440813,24080,463,221,242,10061,4784,5277,0,0,13556,6553,7003,493,105,219172,219666,1364,3213072,120681,4945,5353,225,8946,1449,33846,14370,57,18971,796,238233,0,0,3151,424,0,29244,1575,8,507,3950,264,602262,32373,0,0,294852,12656,0,2338,52,24952,1955436,0,178990,103,27614,2,0,31,72,638,4,31,0,0,4,1,0,1,1614,801,813,1611,12,0,0,NA,NA,4,8,0,0,0,0,12,0,4,NA,0,0,0,0,0,NA,0,323,310,633,NA,99,137,11558,12522,633,3010,3467,3193,2609,4318,2655,1803,1190,700,328,145,24,4,1,309,1513,1672,1548,1321,1939,1218,854,573,352,163,82,11,3,0,324,1497,1795,1645,1288,2379,1437,949,617,348,165,63,13,1,1,2396,0,0
G5100195,1850,Virginia,510,Berkeley,195,Berkeley,832.822146249856,11771,249,116,133,1956,988,968,0,0,9566,4592,4974,650,1214,96594,44587,570,3618370,97245,3540,2931,28,4908,10,15174,11246,60,0,0,157850,0,0,2301,700,0,0,0,0,253,6667,0,171686,5235,0,0,50531,0,0,3294,0,0,0,0,356234,0,34517,4,0,22,102,550,4,22,0,0,0,1,1,0,1040,467,573,1041,2,0,1,NA,NA,4,0,1,0,3,0,13,0,6,NA,0,0,0,0,0,NA,0,274,49,323,NA,119,45,5696,6075,323,1443,1611,1479,1248,2202,1395,865,645,369,153,28,7,2,1,160,708,825,700,632,1015,641,420,304,189,80,16,5,1,0,163,735,786,779,616,1187,754,445,341,180,73,12,2,1,1,1668,0,1
G5100215,1850,Virginia,510,Boone,215,Boone,1488.6258074087,3237,0,0,0,183,84,99,0,0,3054,1451,1603,13,99,11673,127822,361,254250,9073,720,1112,3,2845,166,7116,3808,0,25763,119,33996,0,0,60,0,0,16299,596,0,0,110,0,134040,3884,195,4227,19185,2863,0,171,0,7934,8019,0,3215,0,6619,0,0,7,0,171,0,7,0,0,0,0,0,0,184,81,103,184,1,0,0,NA,NA,0,0,0,0,0,0,5,0,0,NA,0,0,0,0,0,NA,0,145,4,149,NA,36,2,1535,1702,149,475,539,449,371,577,301,179,100,61,24,10,2,0,0,69,229,257,230,184,266,143,77,37,26,9,7,1,0,0,80,246,282,219,187,311,158,102,63,35,15,3,1,0,0,495,0,0
G5100230,1850,Virginia,510,Botetourt,230,Botetourt,1967.07497595193,14908,426,212,214,3736,1710,2026,0,0,10746,5159,5587,454,355,83443,121559,712,1802618,72600,3082,3500,94,6896,112,18305,10064,10,4725,1913,140885,0,0,4362,1770,3,42521,650,0,202,5531,0,368141,13609,0,140,154063,69,0,5807,0,2506,156183,2,121694,0,22081,2,0,17,62,428,3,17,0,0,0,0,0,0,1073,456,617,1073,3,1,0,NA,NA,2,0,0,0,0,0,3,0,5,NA,0,0,0,1,6,NA,0,289,70,359,NA,91,47,7081,7827,359,1862,2237,1886,1593,2661,1756,1164,726,397,196,61,7,2,1,166,917,1073,893,840,1168,805,542,335,187,114,35,5,0,1,193,945,1164,993,753,1493,951,622,391,210,82,26,2,2,0,1803,0,1
G5100233,1850,Virginia,510,Braxton,233,Braxton,2142.24328439437,4212,0,0,0,89,48,41,0,0,4123,2012,2111,35,50,16111,904332,408,1287282,28030,1130,1757,0,3000,248,12162,7357,1,4348,509,72407,0,0,1652,3,0,7699,967,0,58,796,53,137120,4356,654,17721,27769,2222,0,565,41,3506,3743,0,9062,0,13479,0,0,0,0,0,0,0,0,0,2,0,0,0,348,165,183,346,0,0,0,NA,NA,0,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA,0,71,1,72,NA,28,4,2060,2152,72,658,702,641,427,712,419,282,157,93,36,9,1,1,2,30,327,350,322,217,339,199,138,75,43,12,6,0,0,2,42,331,352,319,210,373,220,144,82,50,24,3,1,1,0,679,0,0
G5100237,1850,Virginia,510,Brooke,237,Brooke,238.821986435106,5054,100,50,50,31,15,16,0,0,4923,2433,2490,332,1615,33811,18630,284,1279368,37223,1278,1101,0,1584,104,5984,59426,2546,2854,20,88608,0,0,2786,29,0,0,0,0,169,4755,0,150571,9885,684,2153,51729,0,0,498,0,13,0,0,65516,0,123572,1,1,2,73,60,2,2,5,130,0,17,9,8,1056,495,561,1073,3,0,0,NA,NA,2,0,0,0,0,0,5,0,1,NA,0,0,0,0,0,NA,0,143,1,144,NA,70,0,2498,2556,144,559,652,633,617,992,571,436,225,130,71,21,3,0,0,75,284,326,326,308,485,266,205,106,70,38,8,1,0,0,69,275,326,307,309,507,305,231,119,60,33,13,2,0,0,839,0,0
G5100250,1850,Virginia,510,Brunswick,250,Brunswick,1474.69960071044,13894,553,285,268,8456,4203,4253,0,0,4885,2498,2387,12,59,177196,117772,655,1034422,63526,2035,3030,574,7205,1563,25546,9751,0,3607,0,80089,0,0,0,5,0,180,0,108,10,2889,13,394200,9993,0,0,98782,4099,0,59,5,34959,2155017,0,79287,0,17253,6,0,10,86,186,6,12,0,0,0,0,0,0,595,306,289,595,4,0,0,NA,NA,2,0,0,0,0,0,16,0,2,NA,0,0,0,0,0,NA,0,111,207,318,NA,42,206,6986,6908,318,1815,2040,1976,1530,2186,1433,1057,759,444,240,80,13,0,3,164,883,980,1026,774,1090,773,542,371,214,120,43,6,0,0,154,932,1060,950,756,1096,660,515,388,230,120,37,7,0,3,1051,0,0
G5100290,1850,Virginia,510,Buckingham,290,Buckingham,1511.40193689201,13837,250,125,125,8161,4008,4153,0,0,5426,2742,2684,29,42,141536,166342,616,1991262,71889,2237,2000,338,4413,1731,15146,11395,0,4224,332,83480,0,0,0,8,0,9434,592,2,80,525,122,304711,17108,0,0,117091,4143,0,250,0,13425,2342987,0,133819,15,24077,3,0,14,96,194,9,14,0,0,0,0,0,0,853,437,416,853,8,0,0,NA,NA,1,0,0,0,0,0,7,0,3,NA,0,0,0,0,0,NA,0,98,167,265,NA,71,162,6875,6962,265,1815,2057,1780,1492,2241,1472,1092,792,521,209,86,13,2,0,131,896,1042,889,755,1147,713,527,374,240,105,46,8,2,0,134,919,1015,891,737,1094,759,565,418,281,104,40,5,0,0,1062,0,1
G5100293,1850,Virginia,510,Cabell,293,Cabell,1365.39980773678,6299,8,2,6,389,198,191,0,0,5902,2928,2974,140,524,27326,83312,498,744448,20053,1211,1524,23,3221,868,11007,6806,0,3823,172,44913,0,0,703,20,0,2833,197,0,12,912,26,281826,10413,374,5464,44912,1802,0,124,0,4990,8947,0,11559,0,11264,1,0,11,20,374,1,11,0,0,4,0,0,0,810,399,411,806,5,0,0,NA,NA,0,0,0,0,0,0,9,0,0,NA,0,0,0,0,0,NA,0,155,25,180,NA,93,9,3128,3171,180,916,1017,871,717,961,722,427,267,143,52,24,2,0,0,92,455,524,429,361,491,336,203,140,63,22,12,0,0,0,88,461,493,442,356,470,386,224,127,80,30,12,2,0,0,976,0,1
G5100310,1850,Virginia,510,Campbell,310,Campbell,1415.01200595987,23245,846,437,409,10866,5265,5601,8071,0,11533,5521,6012,556,228,122912,158227,758,2368184,84420,2490,3131,232,4952,1220,17201,10574,0,20068,30,94552,0,0,0,20,0,13063,0,6,960,2168,5,339267,19628,0,0,167254,7915,0,455,0,21116,2534730,0,100500,0,20275,0,0,30,0,994,0,31,0,0,0,0,0,0,1366,643,723,1366,7,0,0,NA,NA,1,4,0,0,0,0,20,1,8,NA,0,1,0,0,0,NA,0,266,229,495,NA,109,164,11223,12022,495,2685,3046,3082,2444,4535,2878,1810,1149,694,294,109,15,9,0,249,1381,1491,1499,1191,2176,1283,850,540,349,150,49,9,6,0,246,1304,1555,1583,1253,2359,1595,960,609,345,144,60,6,3,0,2203,0,1
G5100330,1850,Virginia,510,Caroline,330,Caroline,1395.8083443959,18456,904,490,414,10661,5611,5050,0,0,6891,3580,3311,43,45,187647,127547,715,2700568,85879,1911,2915,839,4118,2130,15712,8436,0,6097,52,71242,0,0,28,16,23,0,0,89,0,231,90,629994,12372,0,0,43757,7548,0,280,0,22809,663155,0,173353,0,18312,3,0,30,115,516,6,31,0,0,0,0,0,0,721,290,431,721,16,0,0,NA,NA,4,0,0,0,0,0,7,0,1,NA,0,0,0,0,0,NA,0,146,273,419,NA,105,150,9681,8775,419,2324,2756,2689,2047,2828,1928,1400,989,687,286,87,13,3,0,211,1192,1355,1302,1069,1627,1099,766,501,341,153,54,8,3,0,208,1132,1401,1387,978,1201,829,634,488,346,133,33,5,0,0,1451,1,1
G5100350,1850,Virginia,510,Carroll,350,Carroll,1219.23537214578,5909,29,14,15,154,89,65,0,0,5726,2852,2874,3,672,39161,135292,615,495858,19903,1339,2241,4,4559,370,12423,9666,399,10854,4973,56178,0,0,5529,57,0,15285,1221,0,38,2715,28,132189,3675,9,71,82847,408,0,6431,0,795,5526,0,11578,0,15357,0,0,45,0,900,0,45,0,0,0,0,0,0,785,372,413,785,5,0,0,NA,NA,0,0,0,0,0,0,7,0,0,NA,0,0,0,0,0,NA,0,199,6,205,NA,34,1,2955,2954,205,902,948,849,636,940,583,398,219,138,57,28,5,1,0,87,453,462,417,315,491,303,205,108,72,29,12,1,0,0,118,449,486,432,321,449,280,193,111,66,28,16,4,1,0,996,0,0
G5100360,1850,Virginia,510,Charles City,360,Charles City,509.271926392636,5200,772,370,402,2764,1294,1470,0,0,1664,824,840,48,54,36124,49796,199,885252,29424,458,845,369,886,585,5034,1518,0,0,20,24065,0,0,0,0,0,0,0,2,0,1045,45,178940,2461,0,0,26536,1164,0,0,0,3061,0,0,81229,5,5144,6,0,0,92,0,6,0,0,0,0,0,0,0,118,43,75,118,6,0,0,NA,NA,2,0,0,0,0,0,4,0,0,NA,1,0,0,0,0,NA,0,70,73,143,NA,61,79,2488,2712,143,683,762,628,533,815,643,460,280,162,67,18,5,1,0,80,343,369,279,270,357,308,205,143,85,36,9,3,1,0,63,340,393,349,263,458,335,255,137,77,31,9,2,0,0,486,0,1
G5100370,1850,Virginia,510,Charlotte,370,Charlotte,1236.76903755677,13955,352,169,183,8988,4388,4600,0,0,4615,2384,2231,14,46,155613,142248,563,2482923,68865,2718,2436,317,6328,1520,18710,15039,0,10235,10,69606,0,0,65,14,0,16090,520,0,2729,1043,143,372867,11230,0,0,171872,5831,0,0,8,28136,3868040,0,85653,2,25755,0,0,27,0,436,0,27,0,0,1,0,0,0,480,214,266,479,7,1,0,NA,NA,1,0,0,0,0,0,8,0,8,NA,0,0,0,0,0,NA,0,21,63,84,NA,51,159,6941,7014,84,2106,1988,1871,1532,2256,1553,1105,756,419,192,71,15,7,0,43,1043,1050,925,772,1157,735,530,336,208,93,38,8,3,0,41,1063,938,946,760,1099,818,575,420,211,99,33,7,4,0,903,0,0
G5100410,1850,Virginia,510,Chesterfield,410,Chesterfield,1240.76124631087,17489,467,250,217,8616,3914,4702,0,0,8406,4188,4218,576,112,87180,103933,564,1500933,61353,1711,2629,730,2244,782,14812,6020,50,275,81,73044,0,0,0,573,0,85,0,212,35,2892,96,333938,11638,0,0,116690,3646,0,275,0,10475,218562,0,95875,0,10880,0,0,30,0,567,0,30,0,0,16,0,0,0,643,207,436,627,14,0,0,NA,NA,2,1,0,0,0,0,17,0,0,NA,0,0,0,0,0,NA,0,232,228,460,NA,133,206,8352,9137,460,2010,2309,2250,1829,3060,2171,1527,968,594,232,54,11,9,5,229,1006,1158,1086,908,1401,992,697,433,274,123,31,5,7,2,231,1004,1151,1164,921,1659,1179,830,535,320,109,23,6,2,3,1757,1,1
G5100430,1850,Virginia,510,Clarke,430,Clarke,461.88048804578,7352,124,57,67,3614,1728,1886,0,0,3614,1758,1856,95,152,60275,23946,271,3111228,80706,2459,1649,46,3842,276,10772,10920,450,8228,35,75314,0,0,2295,535,0,40,0,0,132,2236,71,166897,7523,0,0,36915,61,0,500,0,0,0,0,306210,205,42595,4,0,5,77,98,4,6,0,0,1,0,0,0,598,276,322,597,3,0,0,NA,NA,3,0,0,0,1,0,4,0,0,NA,0,0,0,0,0,NA,0,112,106,218,NA,65,71,3543,3809,218,975,1057,982,783,1160,779,571,406,276,112,27,4,2,0,105,490,525,461,362,541,391,271,187,132,58,15,3,2,0,113,485,532,521,421,619,388,300,219,144,54,12,1,0,0,636,1,0
G5100470,1850,Virginia,510,Culpeper,470,Culpeper,990.784782198162,12282,487,249,238,6683,3235,3448,0,0,5112,2655,2457,31,107,135366,78374,504,2898534,102963,2892,2755,186,7765,1028,17744,16308,0,5414,226,96514,0,0,290,25,0,13577,917,0,321,3472,44,359670,13503,0,0,62599,1690,0,2332,0,2371,2562,0,191395,0,45444,4,0,24,105,488,6,26,0,0,1,0,0,0,739,353,386,738,5,0,0,NA,NA,3,6,0,0,0,0,2,0,1,NA,0,0,0,0,0,NA,0,133,175,308,NA,74,144,6139,6143,308,1597,1785,1693,1300,2062,1187,918,671,429,230,77,20,4,1,149,788,866,826,663,1033,604,480,339,208,126,42,12,2,1,159,809,919,867,637,1029,583,438,332,221,104,35,8,2,0,1034,0,0
G5100490,1850,Virginia,510,Cumberland,490,Cumberland,776.367732758128,9751,340,186,154,6329,3036,3293,0,0,3082,1544,1538,20,13,94153,83630,398,1510498,46030,1549,1706,333,3017,1193,9611,9374,0,270,0,60884,0,0,0,1,0,12130,8,0,25,67,0,220535,10715,0,0,69870,5421,0,0,0,10896,2476135,0,118616,0,18610,3,0,15,30,275,3,15,0,0,5,0,0,0,505,222,283,500,0,0,0,NA,NA,2,9,0,0,0,0,3,0,2,NA,0,0,0,0,0,NA,0,66,143,209,NA,47,158,4766,4985,209,1234,1395,1305,990,1558,1056,809,569,399,165,46,12,4,0,112,635,652,664,523,784,492,366,256,170,81,21,6,4,0,97,599,743,641,467,774,564,443,313,229,84,25,6,0,0,640,0,1
G5100530,1850,Virginia,510,Dinwiddie,530,Dinwiddie,1337.05170424504,25118,3296,1784,1512,10880,5325,5555,14010,0,10942,5643,5299,327,412,102517,192529,703,1450785,54274,1917,2626,446,5419,1149,18161,7096,0,2265,253,80941,0,0,0,5,0,3,0,4,0,576,304,304556,12644,0,0,97377,4233,0,140,0,25248,1782521,0,60275,5,11235,16,0,21,547,535,28,24,0,0,8,0,0,0,1285,645,640,1277,6,0,0,NA,NA,4,0,0,0,0,0,22,0,3,NA,0,1,0,0,0,NA,0,304,231,535,NA,256,181,12752,12366,535,2683,3084,3157,2801,4505,3180,2433,1423,781,365,101,46,22,2,279,1318,1521,1612,1459,2291,1581,1199,773,409,201,61,30,17,1,256,1365,1563,1545,1342,2214,1599,1234,650,372,164,40,16,5,1,2745,1,0
G5100533,1850,Virginia,510,Doddridge,533,Doddridge,830.044651246949,2750,1,0,1,31,14,17,0,0,2718,1322,1396,39,250,10343,60606,240,271922,9691,603,705,5,1498,189,2794,3678,0,2204,970,35200,0,0,989,0,0,4912,138,0,89,1860,166,59423,2707,560,9912,13398,667,0,324,0,588,1690,0,2757,0,7192,0,0,16,0,115,0,16,0,0,0,0,0,0,350,161,189,350,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0,110,0,110,NA,12,0,1336,1414,110,429,458,371,294,466,251,190,109,49,18,2,2,1,0,57,211,216,171,152,224,132,90,53,19,8,2,1,0,0,53,218,242,200,142,242,119,100,56,30,10,0,1,1,0,525,0,0
G5100550,1850,Virginia,510,Elizabeth City,550,Elizabeth City,136.199480221801,4586,97,49,48,2148,1073,1075,0,0,2341,1158,1183,156,211,16909,15067,173,659415,17409,447,695,111,1472,395,4661,883,0,0,1,18971,0,0,0,13,0,0,0,0,0,704,7,87295,3022,0,0,17754,1732,0,30,0,42579,0,0,22188,0,2032,1,0,4,110,139,3,4,0,0,1,0,0,0,406,201,205,405,1,0,0,NA,NA,1,0,0,0,0,0,5,0,0,NA,0,0,0,0,0,NA,0,88,51,139,NA,44,47,2280,2306,139,583,636,552,465,861,528,423,230,105,41,17,3,3,0,80,300,323,272,226,405,248,214,114,56,27,10,2,3,0,59,283,313,280,239,456,280,209,116,49,14,7,1,0,0,456,0,1
G5100570,1850,Virginia,510,Essex,570,Essex,686.747522158522,10206,409,208,201,6762,3273,3489,0,0,3035,1578,1457,7,26,93223,59797,328,1897664,44204,879,1509,462,2291,1821,8237,4731,0,387,0,57747,0,0,0,14,0,0,0,191,28,782,10,391895,4625,0,0,8960,11777,0,0,0,7585,999,0,104840,0,14260,3,0,6,115,101,8,7,0,0,0,0,0,0,430,223,207,430,6,0,0,NA,NA,3,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA,0,50,151,201,NA,27,43,5059,5147,201,1471,1460,1462,1135,1683,1106,748,458,318,110,43,9,2,0,106,701,716,689,593,846,568,385,218,147,70,14,6,0,0,95,770,744,773,542,837,538,363,240,171,40,29,3,2,0,725,0,1
G5100590,1850,Virginia,510,Fairfax,590,Fairfax,1072.94211632434,10682,597,294,303,3250,1644,1606,0,0,6835,3304,3531,274,1329,82694,96650,610,2265023,80296,2192,3363,96,3885,387,11588,8637,442,2544,5153,122758,0,0,22115,113,0,0,0,0,68,4420,21,207531,27971,0,0,76798,503,0,5860,0,210,0,0,56156,60,16302,9,1,3,172,60,12,3,4,23,8,3,0,3,727,283,444,722,3,0,0,NA,NA,3,3,0,0,0,0,6,0,1,NA,0,0,0,0,0,NA,0,184,74,258,NA,103,29,5242,5440,258,1308,1521,1409,1128,1811,1218,837,597,369,160,55,9,2,0,133,650,742,671,567,883,586,410,300,185,83,27,4,1,0,125,658,779,738,561,928,632,427,297,184,77,28,5,1,0,1380,1,1
G5100610,1850,Virginia,510,Fauquier,610,Fauquier,1686.90335834208,20868,643,357,286,10350,5212,5138,0,0,9875,5012,4863,73,212,247297,130206,889,5976203,172592,5636,5062,97,18598,1587,23969,20741,0,21304,1110,210711,0,0,89859,0,0,9079,573,0,244,8523,326,562959,25292,0,0,123458,1087,0,4051,0,2288,2565,0,386324,383,72825,16,0,25,350,554,24,27,0,0,2,0,0,0,1462,645,817,1460,13,0,0,NA,NA,5,5,0,0,0,0,9,0,3,NA,0,0,0,0,0,NA,0,256,278,534,NA,131,209,10581,10287,534,2672,3132,2819,2202,3370,2055,1695,1151,755,344,101,32,6,0,269,1341,1572,1416,1093,1725,1063,894,562,374,184,59,25,4,0,265,1331,1560,1403,1109,1645,992,801,589,381,160,42,7,2,0,1839,0,0
G5100615,1850,Virginia,510,Fayette,615,Fayette,1749.83214131132,3955,19,10,9,156,81,75,0,0,3780,1857,1923,15,56,19912,116293,428,489935,16055,999,1569,5,2817,174,7269,6529,0,7062,1417,56409,0,0,260,270,1,3392,648,0,2,950,0,111064,2453,45,4705,56037,22,0,1718,16,1591,170,0,8414,0,10862,0,0,5,0,96,0,6,0,0,0,0,0,0,226,106,120,226,3,0,0,NA,NA,0,0,0,0,0,0,3,0,0,NA,0,0,0,0,0,NA,0,144,1,145,NA,29,2,1948,2007,145,545,637,565,431,622,398,282,177,98,44,11,0,0,0,73,263,330,278,217,312,200,135,76,40,20,4,0,0,0,72,282,307,287,214,310,198,147,101,58,24,7,0,0,0,593,0,0
G5100630,1850,Virginia,510,Floyd,630,Floyd,987.554516655004,6458,14,5,9,443,241,202,0,0,6001,3046,2955,3,56,34398,94494,444,578414,26793,1240,1739,11,3503,186,9500,7248,0,7901,7963,59804,0,0,4679,0,0,16348,1131,0,78,3326,430,104630,3129,0,34,92654,1219,0,8516,0,565,14624,0,23992,11,13015,2,0,31,102,832,3,31,0,0,0,0,0,0,961,442,519,961,6,0,0,NA,NA,0,0,0,0,1,0,2,0,0,NA,0,0,0,0,0,NA,0,217,11,228,NA,51,4,3292,3166,228,902,1009,890,766,1095,590,452,260,142,90,29,3,2,0,112,444,490,463,393,584,294,236,138,75,46,14,1,2,0,116,458,519,427,373,511,296,216,122,67,44,15,2,0,0,987,0,0
G5100650,1850,Virginia,510,Fluvanna,650,Fluvanna,753.345451170414,9487,211,106,105,4737,2268,2469,0,0,4539,2280,2259,74,38,61304,80223,454,1377103,53953,1465,1457,180,2390,1005,8991,5366,0,0,15,45229,0,0,0,208,0,465,136,0,3,420,5,200174,8614,0,0,62027,251,0,110,0,5942,1054974,0,92657,0,11075,4,0,22,63,355,4,22,0,0,3,1,1,0,673,315,358,671,3,0,0,NA,NA,1,3,0,0,0,0,7,0,0,NA,0,0,0,0,0,NA,0,121,114,235,NA,34,105,4654,4833,235,1162,1385,1201,983,1558,1119,782,494,322,184,53,6,3,0,113,579,678,572,498,753,528,384,252,158,104,31,3,1,0,122,583,707,629,485,805,591,398,242,164,80,22,3,2,0,878,0,1
G5100670,1850,Virginia,510,Franklin,670,Franklin,1843.68943520093,17430,66,31,35,5726,2978,2748,0,0,11638,5817,5821,0,28,126269,225598,1299,1652467,52791,3524,4505,125,8512,521,26805,9411,33,13597,865,126197,0,0,446,218,5,22625,2667,0,121,1260,150,431408,19745,45,0,187792,1893,0,4287,0,15988,1125404,0,76831,0,13952,0,0,16,0,700,0,16,0,0,0,0,0,0,896,428,468,896,10,0,0,NA,NA,0,0,0,0,0,0,14,0,0,NA,0,0,0,1,0,NA,0,281,147,428,NA,69,63,8826,8604,428,2356,2817,2659,1936,2758,1703,1170,804,470,220,88,18,3,0,221,1102,1364,1325,1046,1487,878,628,387,219,114,41,12,2,0,207,1254,1453,1334,890,1271,825,542,417,251,106,47,6,1,0,2024,0,0
G5100690,1850,Virginia,510,Frederick,690,Frederick,1100.12373224007,15975,912,500,412,2294,1170,1124,3857,0,12769,6385,6384,186,726,126972,111965,1055,3784400,118807,4972,4255,4,4592,64,15716,12372,179,12892,2025,193394,0,0,5482,440,0,786,109,0,762,6433,117,199242,13637,27,360,50701,168,0,5257,0,5,0,0,311060,30,38040,10,0,18,305,360,14,18,0,0,0,0,0,0,1431,666,765,1431,3,0,0,NA,NA,2,2,1,0,4,0,10,0,4,NA,4,1,0,0,0,NA,0,299,39,338,NA,108,30,8055,7920,338,1982,2283,1995,1777,2771,1731,1262,981,509,242,86,7,5,6,165,964,1167,985,908,1420,872,650,475,269,129,41,4,4,2,173,1018,1116,1010,869,1351,859,612,506,240,113,45,3,1,4,2325,0,0
G5100710,1850,Virginia,510,Giles,710,Giles,1346.38897884928,6570,55,28,27,657,329,328,0,0,5858,2924,2934,61,228,45935,167842,539,844088,37930,2126,2665,8,5450,32,11589,10762,0,13327,4883,83120,0,0,5624,0,0,19997,1277,0,561,1960,55,204720,4195,549,10298,68494,238,0,7775,0,713,1022,0,38565,21,23591,0,0,30,0,820,0,30,0,0,0,0,0,0,775,371,404,775,1,1,0,NA,NA,0,0,0,0,2,0,12,0,1,NA,0,0,0,0,0,NA,0,201,18,219,NA,50,10,3281,3289,219,945,1026,885,719,1144,678,438,263,159,65,22,4,3,0,105,479,493,435,380,552,358,221,129,87,28,11,2,1,0,114,466,533,450,339,592,320,217,134,72,37,11,2,2,0,919,0,0
G5100715,1850,Virginia,510,Gilmer,715,Gilmer,1790.6456352455,3475,0,0,0,72,33,39,0,0,3403,1627,1776,41,127,10746,75440,325,299361,10528,763,964,8,2080,116,7380,4333,0,6649,1034,33277,0,0,830,7,0,8152,295,0,110,1023,32,117990,2367,601,19185,22085,515,0,450,0,1951,4961,0,5652,0,7277,0,0,18,0,159,0,18,0,0,0,0,0,0,430,200,230,430,1,0,0,NA,NA,0,0,0,0,0,0,4,0,0,NA,0,0,0,0,0,NA,0,142,NA,142,NA,29,1,1660,1815,142,534,577,438,340,580,338,201,142,66,28,14,1,2,72,79,247,285,197,165,280,167,93,65,29,12,5,1,2,33,63,287,292,241,175,300,171,108,77,37,16,9,0,0,39,571,0,0
